confidence_threshold,precision,recall
0.875,0.987709,0.676703
0.880,0.988204,0.662669
0.885,0.988327,0.648125
0.890,0.988405,0.630773
0.895,0.988889,0.613167
0.900,0.989835,0.596326
0.905,0.990364,0.576933
0.910,0.990901,0.555754
0.915,0.991970,0.535851
0.920,0.991642,0.514672
0.925,0.992256,0.490431
0.930,0.992257,0.457770
0.935,0.992308,0.427915
0.940,0.992448,0.402399
0.945,0.991747,0.367951
0.950,0.990847,0.331462
0.955,0.991554,0.299566
0.960,0.990698,0.271753
0.965,0.989507,0.240623
0.970,0.991463,0.207451
0.975,0.992978,0.180403
0.980,0.991830,0.154886
0.985,0.994094,0.128859
0.990,0.992958,0.107936
0.995,0.991404,0.088288
1.000,0.989619,0.072978
