epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
40,51932.8,0.98596,1.47654,1.27458,0.81964,0.66094,0.78063,0.47576,0.94788,1.40118,1.39178,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
41,62316.7,0.98867,1.46967,1.28196,0.8163,0.66247,0.78087,0.47703,0.95142,1.39587,1.39886,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
42,72701.4,0.98247,1.46867,1.27973,0.81494,0.66243,0.78108,0.47712,0.95045,1.39165,1.40289,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
43,83082.9,0.98099,1.46132,1.27993,0.81545,0.66482,0.78265,0.47838,0.95391,1.3831,1.40962,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
44,27016.8,0.97482,1.44856,1.27018,0.8156,0.66612,0.78437,0.47925,0.95609,1.37391,1.40392,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
45,54592.5,0.97252,1.4534,1.26634,0.81512,0.66629,0.78369,0.47874,0.95496,1.37278,1.39946,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
46,82769.9,0.97428,1.44437,1.26602,0.81468,0.66432,0.78321,0.47839,0.95479,1.37336,1.39663,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
47,24690.1,0.96027,1.41331,1.25874,0.81174,0.66569,0.78417,0.47893,0.95456,1.36539,1.3975,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
48,49117.2,0.95943,1.42671,1.26058,0.81029,0.66473,0.78339,0.47842,0.95398,1.36581,1.40306,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
49,73995.8,0.96127,1.43076,1.26254,0.80792,0.66712,0.78399,0.4789,0.95532,1.36328,1.4034,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
50,10412.1,0.94366,1.37895,1.24845,0.80381,0.66626,0.78365,0.47833,0.95922,1.35035,1.40637,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
51,20870.6,0.94,1.37963,1.30001,0.81414,0.66484,0.78527,0.48153,0.94885,1.36007,1.38916,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
52,31332.2,0.9358,1.37169,1.28802,0.81637,0.66626,0.78673,0.48288,0.94548,1.35819,1.37451,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
53,41797,0.93081,1.3677,1.27193,0.81553,0.66484,0.78671,0.48341,0.94327,1.35927,1.36313,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
54,52258.8,0.9241,1.35865,1.25928,0.81069,0.66691,0.78761,0.48421,0.9389,1.35633,1.34841,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
55,62738.3,0.92057,1.34854,1.25938,0.80986,0.66979,0.78892,0.48602,0.94235,1.34529,1.34817,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
56,73229.2,0.91511,1.33524,1.25614,0.80963,0.66904,0.79009,0.4862,0.94389,1.33887,1.34911,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
57,83721.9,0.90919,1.32666,1.24765,0.80763,0.67076,0.79135,0.48782,0.94224,1.33694,1.34748,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
58,10454.2,0.92462,1.33824,1.20727,0.79522,0.67353,0.79125,0.48666,0.94594,1.32348,1.35175,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
59,20904.4,0.9197,1.33952,1.20028,0.79708,0.67349,0.7922,0.48737,0.94688,1.31646,1.35221,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
60,31367.4,0.91294,1.33535,1.19798,0.79216,0.67455,0.7917,0.48715,0.94606,1.3139,1.3559,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
