group,arm,threshold,precision,recall,f1,precision_lo,precision_hi,recall_lo,recall_hi,tp,fp,fn,ignored,dets_per_pano,n_panos
richmond,single,0.42,0.9393939393939394,0.8,0.8641114982578397,0.9038292710637583,0.9623543240163188,0.7519208926555659,0.8407347654853562,248,16,62,28,2.3548387096774195,124
richmond,single,0.43,0.9427480916030534,0.7967741935483871,0.8636363636363636,0.9076987284541478,0.965001405761114,0.7484732688680558,0.83780974778748,247,15,63,28,2.338709677419355,124
richmond,single,0.44,0.946360153256705,0.7967741935483871,0.8651488616462346,0.9119885203585181,0.967782633417928,0.7484732688680558,0.83780974778748,247,14,63,25,2.306451612903226,124
richmond,single,0.45,0.95,0.7967741935483871,0.8666666666666667,0.9163454493344562,0.9705503244934769,0.7484732688680558,0.83780974778748,247,13,63,25,2.2983870967741935,124
richmond,single,0.46,0.953307392996109,0.7903225806451613,0.8641975308641976,0.920171104227657,0.9730913201709053,0.7415909080463355,0.8319468256384276,245,12,65,25,2.274193548387097,124
richmond,single,0.47,0.953307392996109,0.7903225806451613,0.8641975308641976,0.920171104227657,0.9730913201709053,0.7415909080463355,0.8319468256384276,245,12,65,25,2.274193548387097,124
richmond,single,0.48,0.9568627450980393,0.7870967741935484,0.863716814159292,0.9244193955188316,0.9757450293649583,0.738156026412939,0.829009065786438,244,11,66,24,2.25,124
richmond,single,0.49,0.9566929133858267,0.7838709677419354,0.8617021276595744,0.9241283626454744,0.9756488649236996,0.7347252521633211,0.8260671985506695,243,11,67,24,2.2419354838709675,124
richmond,single,0.5,0.9603174603174603,0.7806451612903226,0.8612099644128114,0.9285060598982072,0.9783050294633354,0.7312985196885865,0.8231212895400181,242,10,68,24,2.225806451612903,124
richmond,single,0.55,0.9635627530364372,0.7677419354838709,0.8545780969479354,0.932212608981901,0.9807141144961824,0.7176307783623134,0.811298464924746,238,9,72,20,2.153225806451613,124
richmond,single,0.6,0.9666666666666667,0.7483870967741936,0.8436363636363637,0.9356144031625503,0.983014739690843,0.6972406638388844,0.7934527305358576,232,8,78,14,2.0483870967741935,124
richmond,single,0.65,0.9823008849557522,0.7161290322580646,0.8283582089552238,0.955383012489435,0.9930962880375364,0.663529883318262,0.7634370962026175,222,4,88,11,1.9112903225806452,124
richmond,single,0.7,0.9857142857142858,0.667741935483871,0.7961538461538461,0.9588471765978211,0.9951299728436348,0.6135356247818708,0.7178417324582145,207,3,103,9,1.7661290322580645,124
richmond,single,0.75,0.9897435897435898,0.6225806451612903,0.7643564356435644,0.9633807239320857,0.997182860348065,0.5674288431069112,0.6747315333377666,193,2,117,5,1.6129032258064515,124
richmond,single,0.8,0.9887640449438202,0.567741935483871,0.7213114754098362,0.9599634213341491,0.9969133329399004,0.512097971084922,0.6217275001081894,176,2,134,3,1.4596774193548387,124
richmond,single,0.85,0.9933774834437086,0.4838709677419355,0.6507592190889371,0.9634436690411698,0.9988300351830177,0.4287782788337001,0.5393585137393686,150,1,160,2,1.2338709677419355,124
richmond,single,0.9,1.0,0.2903225806451613,0.45000000000000007,0.9590629315783191,0.9999999999999999,0.2426041864988482,0.34317411695104505,90,0,220,2,0.7419354838709677,124
richmond,tta,0.05,0.530188679245283,0.9064516129032258,0.669047619047619,0.4876332220543856,0.5723096523862725,0.8688770691091737,0.9340757580494948,281,249,29,63,4.782258064516129,124
richmond,tta,0.1,0.6798029556650246,0.8903225806451613,0.770949720670391,0.6329163567281648,0.7233188326718374,0.8506435532323692,0.9204460664993682,276,130,34,54,3.7096774193548385,124
richmond,tta,0.15,0.7479452054794521,0.8806451612903226,0.8088888888888889,0.7009758841350974,0.7897496739364435,0.8398153285894756,0.9121563666861028,273,92,37,50,3.346774193548387,124
richmond,tta,0.2,0.7928994082840237,0.864516129032258,0.8271604938271605,0.7465239676269825,0.8326916690889702,0.8219278518544209,0.8981806359942264,268,70,42,45,3.088709677419355,124
richmond,tta,0.21,0.8072289156626506,0.864516129032258,0.8348909657320872,0.7613786308328647,0.8460505857978327,0.8219278518544209,0.8981806359942264,268,64,42,45,3.0403225806451615,124
